100032,中证红利,1.0544
000478,建信500,2.3545
001064,中证环保,0.7354
000968,养老产业,0.9611
001180,广发医药,0.7928
004752,中证传媒,0.9971
001052,中证500,0.6264
502010,证券公司,1.0475
110026,创业板指,1.8858
003765,广发创业板,0.9612
000051,泸深300,0.9752
001051,上证50,0.6992
000071,恒生ETF,1.0154
162411,华宝油气,0.5475
160416,石油基金,0.7679
000614,德国DAX,1.0072
003376,7-10国开债,0.9419
050027,博时信用债,1.0344
270048,广发纯债,1.1651
001061,海外收益债,1.2236
000216,黄金ETF,1.0296
